更新时间: 2026-03-16 16:44:45（北京时间）仅供娱乐,切勿商用。
熊猫频道7,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao07/1000/index.m3u8?msisdn=20260316160241d6a2c133b1264d3db95797a13e296781&mdspid=&spid=699004&netType=0&sid=2200192831&pid=2028597139&timestamp=20260316160241&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169286&ParentNodeID=-99&assertID=2200192831&client_ip=218.28.233.106&SecurityKey=20260316160241&promotionId=&mvid=2200192831&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=755f6619aa2dcaafd21210455417ab74
amc電影台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv017
深圳卫视4K,http://114.236.5.33:4000/rtp/239.49.1.27:8000
熊猫频道8,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao08/1000/index.m3u8?msisdn=2026031616024212a33a04abd2467e924ceba303dd4975&mdspid=&spid=699004&netType=0&sid=2200192881&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169287&ParentNodeID=-99&assertID=2200192881&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=2200192881&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d1f5b36e5f950a3574418dc891596eba
八大精彩台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv034/index.m3u8?proxy=true
浙江卫视4K,http://114.236.5.33:4000/rtp/239.49.1.64:8000
熊猫频道9,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao09/1000/index.m3u8?msisdn=202603161602424194eb3244dc432eb20b879cf21edd8d&mdspid=&spid=699004&netType=0&sid=2200192899&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169226&ParentNodeID=-99&assertID=2200192899&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=2200192899&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=643c17390ad1860dd0fb0778da86da8c
八大精彩台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv034
东方卫视4K,http://114.224.207.253:9527/rtp/239.49.1.70:8000
熊猫频道10,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/xiongmao10/1000/index.m3u8?msisdn=20260316160242d9db96ffad4843da967767958ecee0cd&mdspid=&spid=699004&netType=0&sid=2200192937&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=609169285&ParentNodeID=-99&assertID=2200192937&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=2200192937&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fdb810568d42b54299fa7575e50fd5cc
八大精彩台,https://mao.ffmking888.dpdns.org/?id=5YWr5aSn57Ka5b2p5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
东方卫视4K,http://114.224.207.253:9527/rtp/239.49.8.38:8000
最强综艺趴,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cctv/zuiqiangzongyi/600/index.m3u8?msisdn=20260316160242828ef606dbae45f3b501fa98bf1587bf&mdspid=&spid=699004&netType=0&sid=5500315654&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629942228&ParentNodeID=-99&assertID=5500315654&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=5101034202&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=72e58ab842b99ad6188921843663f92c
八大精彩台,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv034/index.m3u8
广东卫视4K,http://114.224.207.253:9527/rtp/239.49.1.26:8000
嘉佳卡通,http://hlsztemgsplive.miguvideo.com:8080/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?msisdn=2026031616024241378b12b21340fe8b3a5c18ea0a6ced&mdspid=&spid=699054&netType=0&sid=2206172388&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=614952364&ParentNodeID=-99&assertID=2206172388&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=2206172388&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ecd0c55c9790865ea76398fc96a82710
八大精彩台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv034/index.m3u8?proxy=true
广东卫视4K,http://114.224.207.253:9527/rtp/239.49.1.24:8000
经典动画大集合,http://hlsztemgsplive.miguvideo.com:8080/wd_r3/cctv/jingdiandonghua/600/index.m3u8?msisdn=20260316160242c5abafc3997e4063b252dc8530b372c5&mdspid=&spid=699004&netType=0&sid=5500315652&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=629942219&ParentNodeID=-99&assertID=5500315652&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=5101034205&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=4649ffb7cbfe4236e841f26cdeaf4b3f
八大精彩台,https://4gtv.dxjc.pp.ua/4gtv-4gtv034/index.m3u8
欢笑剧场4K,http://114.224.207.253:9527/rtp/239.49.8.106:8000
新动漫,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ydcmxdm/50/20251225/index.m3u8?msisdn=20260316160242a409f5538c624a478058b187d4c9d3dd&mdspid=&spid=600603&netType=0&sid=5910022319&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961930269&ParentNodeID=-99&assertID=5910022319&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=5900006786&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0395f2ed4bbf00ebcb1ebfc0427aa121
八大精彩台,http://udinlaw.sytes.net:8000/scripts/4gtv/index.php?id=4gtv-4gtv034
江苏卫视4K,http://114.224.207.253:9527/rtp/239.49.1.61:8000
新动力量创一流,http://hlsztemgsplive.miguvideo.com:8080/migu/virtuallive2/5900002409/50/20210706/index.m3u8?msisdn=20260316160242100bc55129924af98ab4f02927819a35&mdspid=&spid=800033&netType=0&sid=5910019523&pid=2028597139&timestamp=20260316160242&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=713589837&ParentNodeID=-99&assertID=5910019523&client_ip=218.28.233.106&SecurityKey=20260316160242&promotionId=&mvid=5900002419&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1d0fd9a8f8099a1b31a9238256e61e9f
八大精彩台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv034
江苏卫视4K,http://114.224.207.253:9527/rtp/239.49.8.82:8000
中华特产,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/zhtc/50/20251103/index.m3u8?msisdn=20260316160243e08189f0948e4770a51edb005023018b&mdspid=&spid=600697&netType=0&sid=5910022295&pid=2028597139&timestamp=20260316160243&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=959986618&ParentNodeID=-99&assertID=5910022295&client_ip=218.28.233.106&SecurityKey=20260316160243&promotionId=&mvid=5900006771&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=17c6cfb0c88feb49b0f6fbe1b0ecce6b
八大精彩台,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv034
江苏卫视4K,http://114.224.207.253:9527/rtp/239.49.1.62:8000
环球旅游,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/hqly/50/20250915/index.m3u8?msisdn=20260316160243b0957edde68a426088203fecdad01495&mdspid=&spid=600697&netType=0&sid=5910022200&pid=2028597139&timestamp=20260316160243&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=958475356&ParentNodeID=-99&assertID=5910022200&client_ip=218.28.233.106&SecurityKey=20260316160243&promotionId=&mvid=5900006723&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=f8b46d475f0434a2f05aafba60199a57
八大精彩台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv034
山东卫视4K,http://114.224.207.253:9527/rtp/239.49.1.72:8000
茶,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/ydcmc/50/20251225/index.m3u8?msisdn=2026031616024399f57b8f82404116a0210be6c6a1d87b&mdspid=&spid=600603&netType=0&sid=5910022320&pid=2028597139&timestamp=20260316160243&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=961930369&ParentNodeID=-99&assertID=5910022320&client_ip=218.28.233.106&SecurityKey=20260316160243&promotionId=&mvid=5900006785&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b352bab3b5dca2f8a85cd2ac8d973b96
八大綜藝台,https://4gtv.dxjc.pp.ua/4gtv-4gtv039/index.m3u8
深圳卫视4K,http://114.224.207.253:9527/rtp/239.49.1.28:8000
赵本山经典小品,https://goodiptv.club/douyu/9817716
八大綜藝台,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv039/index.m3u8
深圳卫视4K,http://114.224.207.253:9527/rtp/239.49.1.27:8000
宋小宝经典小品,https://goodiptv.club/douyu/9817729
八大綜藝台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv039
浙江卫视4K,http://114.224.207.253:9527/rtp/239.49.1.64:8000
3030相声小品,https://goodiptv.club/douyu/9286868
八大綜藝台,https://mao.ffmking888.dpdns.org/?id=5YWr5aSn57ac6Jed5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
深圳卫视4K,http://118.77.150.16:8085/rtp/226.0.1.244:2119
日本女子摔角,https://goodiptv.club/douyu/425809
八大綜藝台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv039/index.m3u8?proxy=true
广东卫视4K,http://118.77.150.16:8085/rtp/226.0.1.245:2120
经典小品,https://goodiptv.club/douyu/9067836
八大綜藝台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv039/index.m3u8?proxy=true
东方卫视4K,http://118.77.150.16:8085/rtp/226.0.1.248:2121
开心锤锤,https://goodiptv.club/douyu/9018297
八大綜藝台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv039
江苏卫视4K,http://118.77.150.16:8085/rtp/226.0.1.249:2122
邵氏影院,https://goodiptv.club/douyu/4246519
八大綜藝台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv039
浙江卫视4K,http://118.77.150.16:8085/rtp/226.0.1.247:2123
斗鱼电影HD4,https://goodiptv.club/douyu/85894
公視戲劇台,https://mao.ffmking888.dpdns.org/?id=5YWs6KaW5oiy5YqH&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
山东卫视4K,http://118.77.150.16:8085/rtp/226.0.1.251:2124
斗鱼音乐MV频道,https://goodiptv.club/douyu/3870925
公視戲劇台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv042/index.m3u8?proxy=true
浙江卫视4K,http://112.255.80.180:4004/udp/239.253.242.27:8000
小毅主播e,https://goodiptv.club/douyu/11851549
公視戲劇台,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv042/index.m3u8?proxy=true
深圳卫视4K,http://112.255.80.180:4004/udp/239.253.242.61:8000
奇光主播e,https://goodiptv.club/douyu/11849873
公視戲劇台,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv042/index.m3u8
广东卫视4K,http://112.255.80.180:4004/udp/239.253.242.108:8000
小毅主播q,https://goodiptv.club/douyu/6906628
公視戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv042
东方卫视4K,http://112.255.80.180:4004/udp/239.253.242.176:8000
傲娇的超级赛亚人,https://goodiptv.club/douyu/4373285
公視戲劇台,https://4gtv.dxjc.pp.ua/4gtv-4gtv042/index.m3u8
广东卫视4K,http://14.145.179.245:8888/udp/239.77.0.65:5146
阿七点歌台,https://goodiptv.club/douyu/3186217
公視戲劇台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv042
广东卫视4K,http://14.145.179.245:8888/udp/239.77.0.66:5146
冰冰影厅✔原,https://goodiptv.club/douyu/74374
公視戲劇台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv042
深圳卫视4K,http://14.145.179.245:8888/udp/239.77.0.67:5146
贝贝影院,https://goodiptv.club/douyu/431460
台灣戲劇台,http://tw-ty-line-11-1-5.sudatech.store:20319/litv-longturn22/index.m3u8?proxy=true
江苏卫视4K,http://14.145.179.245:8888/udp/239.77.0.57:5146
贝爷贰厅,https://goodiptv.club/douyu/4332
台灣戲劇台,https://4gtv.dxjc.pp.ua/li-litv-longturn22/index.m3u8
浙江卫视4K,http://14.145.179.245:8888/udp/239.77.0.58:5146
橙記港剧✔原,https://goodiptv.club/douyu/4549169
台灣戲劇台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-litv-longturn22/index.m3u8?proxy=true
东方卫视4K,http://14.145.179.245:8888/udp/239.77.0.59:5146
欢乐综艺,https://goodiptv.club/douyu/131977
台灣戲劇台,https://4gtv.dxjc.pp.ua/litv-longturn22/index.m3u8
山东卫视4K,http://14.145.179.245:8888/udp/239.77.0.61:5146
华语影视✔原,https://goodiptv.club/douyu/3928
台灣戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn22
广东综艺4K,http://14.145.179.245:8888/udp/239.77.0.252:5146
精彩短剧看不停,https://goodiptv.club/douyu/11824307
台灣戲劇台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn22&sd=1080&proxy=false
广东4K超高清,http://14.145.179.245:8888/udp/239.77.0.245:5146
经典,https://goodiptv.club/douyu/6091425
台灣戲劇台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn22
广东4K超高清,http://14.145.179.245:8888/udp/239.77.1.237:5146
可乐影院,https://goodiptv.club/douyu/20415
台灣戲劇台,https://tmxk.pp.ua/litv.php?token=tmxk&id=litv-longturn22
广东4K超高清,http://14.145.179.245:8888/udp/239.77.0.244:5146
女神金,https://goodiptv.club/douyu/747764
台灣戲劇台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn22
南国都市4K,http://14.145.179.245:8888/udp/239.253.43.99:5146
奇光主播,https://goodiptv.club/douyu/8009547
采昌影劇台,https://mao.ffmking888.dpdns.org/?id=6YeH5piM5b2x5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
CCTV-4K超高清,http://14.145.179.245:8888/udp/239.77.0.194:5146
热门港剧✔原,https://goodiptv.club/douyu/5522351
采昌影劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv049
CCTV-4K超高清,http://14.145.179.245:8888/udp/239.77.0.174:5146
特辑电影,https://goodiptv.club/douyu/3637778
采昌影劇台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv049
广东卫视4K,http://119.135.193.13:10000/udp/239.77.0.65:5146
铁甲影院,https://goodiptv.club/douyu/1274132
采昌影劇台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv049
广东卫视4K,http://119.135.193.13:10000/udp/239.77.0.66:5146
万合出品,https://goodiptv.club/douyu/9220456
ELTV娛樂,https://mao.ffmking888.dpdns.org/?id=5oSb54ia6YGU5aib5qiC5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
深圳卫视4K,http://119.135.193.13:10000/udp/239.77.0.67:5146
网神影厅,https://goodiptv.club/douyu/508118
ELTV娛樂,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv070
江苏卫视4K,http://119.135.193.13:10000/udp/239.77.0.57:5146
星爷房✔原,https://goodiptv.club/douyu/122402
ELTA生活旅遊,https://4gtv.dxjc.pp.ua/4gtv-live120/index.m3u8
浙江卫视4K,http://119.135.193.13:10000/udp/239.77.0.58:5146
怡宝影院,https://goodiptv.club/douyu/434971
ELTA生活旅遊,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-live120/index.m3u8?proxy=true
东方卫视4K,http://119.135.193.13:10000/udp/239.77.0.59:5146
粤语电影,https://goodiptv.club/douyu/1226741
ELTV生活英語台,http://tw-ty-line-11-1-5.sudatech.store:20319/litv-longturn20/index.m3u8?proxy=true
山东卫视4K,http://119.135.193.13:10000/udp/239.77.0.61:5146
赵本删不删,https://goodiptv.club/douyu/9837104
ELTV生活英語台,https://4gtv.dxjc.pp.ua/of-litv-longturn20/index.m3u8
广东综艺4K,http://119.135.193.13:10000/udp/239.77.0.252:5146
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_4_1064000.m3u8
ELTV生活英語台,http://tw-ty-line-11-1-5.sudatech.store:20319/of-litv-longturn20/index.m3u8?proxy=true
广东4K超高清,http://119.135.193.13:10000/udp/239.77.0.245:5146
HBO,http://148.113.160.49:14187
ELTV生活英語台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-litv-longturn20/index.m3u8?proxy=true
广东4K超高清,http://119.135.193.13:10000/udp/239.77.1.237:5146
HBO,http://104.250.145.76/livehttpplay?channel_id=23356
ELTV生活英語台,https://4gtv.dxjc.pp.ua/li-litv-longturn20/index.m3u8
广东4K超高清,http://119.135.193.13:10000/udp/239.77.0.244:5146
HBO,http://148.113.160.49:14176
ELTV生活英語台,https://4gtv.dxjc.pp.ua/litv-longturn20/index.m3u8
南国都市4K,http://119.135.193.13:10000/udp/239.253.43.99:5146
凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8
ELTV生活英語台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn20&sd=1080&proxy=false
CCTV-4K超高清,http://119.135.193.13:10000/udp/239.77.0.194:5146
TVB明珠,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
ELTV生活英語台,https://mao.ffmking888.dpdns.org/?id=RUxUVueUnaa0uaiLseiqnuWPsAxx&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
CCTV-4K超高清,http://119.135.193.13:10000/udp/239.77.0.174:5146
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
ELTV生活英語台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn20
CCTV4K,http://182.138.203.158:8188/rtp/239.94.0.20:5140
TVB明珠,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
視納華仁紀實,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv013
东方卫视4K,http://182.138.203.158:8188/rtp/239.94.0.119:5140
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
視納華仁紀實,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv013
广东卫视4K,http://182.138.203.158:8188/rtp/239.94.0.114:5140
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
亞洲旅遊台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv076
深圳卫视4K,http://182.138.203.158:8188/rtp/239.94.0.113:5140
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亞洲旅遊台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv076&sd=1080&proxy=false
山东卫视4K,http://182.138.203.158:8188/rtp/239.94.0.120:5140
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亞洲旅遊台,https://mao.ffmking888.dpdns.org/?id=5Lqe5rSy5peF6YGK5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
浙江卫视4K,http://182.138.203.158:8188/rtp/239.94.0.118:5140
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亞洲旅遊台,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv076
江苏卫视4K,http://182.138.203.158:8188/rtp/239.94.0.117:5140
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亞洲旅遊台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv076
欢笑剧场4K,http://182.138.203.158:8188/rtp/239.94.1.176:5140
翡翠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=53
亞洲旅遊台,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv076
爱上4K,http://182.138.203.158:8188/rtp/239.94.0.21:5140
TVB无线新闻,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.m3u8
達文西頻道,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv018
4K乐享超清,http://182.138.203.158:8188/rtp/239.94.1.162:5140
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
達文西頻道,https://mao.ffmking888.dpdns.org/?id=6YGU5paH6KWz6aC76YGT&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
4K少儿,http://182.138.203.158:8188/rtp/239.94.1.70:5140
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
達文西頻道,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv018
4K纪实,http://182.138.203.158:8188/rtp/239.94.1.69:5140
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
達文西頻道,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv018
4K视界,http://182.138.203.158:8188/rtp/239.94.1.60:5140
龙华电影,http://iptv.4666888.xyz/iptv2A.php?id=45
Smart知識台,https://4gtv.dxjc.pp.ua/li-litv-longturn19/index.m3u8
亲子趣学4k,http://182.138.203.158:8188/rtp/239.94.1.156:5140
台视新闻,http://222.128.55.152:9080/live/ts.m3u8
Smart知識台,https://4gtv.dxjc.pp.ua/litv-longturn19/index.m3u8
天翼高清4K,http://182.138.203.158:8188/rtp/239.94.2.40:5140
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
Smart知識台,http://tw-ty-line-11-1-5.sudatech.store:20319/litv-longturn19/index.m3u8?proxy=true
天翼高清4K,http://182.138.203.158:8188/rtp/239.94.2.41:5140
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
Smart知識台,http://tw-ty-line-11-1-5.sudatech.store:20319/li-litv-longturn19/index.m3u8?proxy=true
绚影4K,http://182.138.203.158:8188/rtp/239.94.1.150:5140
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
Smart知識台,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=litv-longturn19
CCTV4K,http://182.138.203.158:8188/rtp/239.94.2.163:5140
寰宇新闻,http://222.128.55.152:9080/live/hy.m3u8
Smart知識台,https://pxuchylhjchl.us-east-1.clawcloudrun.com/index.m3u8?pid=litv-longturn19&sd=1080&proxy=false
CETV早期教育HD,http://180.171.157.7:8889/rtp/233.18.204.187:5140
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
Smart知識台,https://tmxk.pp.ua/litv.php?token=tmxk&id=litv-longturn19
CHC影迷电影HD,http://180.171.157.7:8889/rtp/233.18.204.175:5140
凤凰香港,http://122.152.202.33/s/81a8a44f/index.m3u8?id=fhhk TVB
Smart知識台,http://xtvantsc.xyz/litv_ts.php?id=litv-longturn19
CHC家庭影院HD,http://180.171.157.7:8889/rtp/233.18.204.173:5140
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
Smart知識台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn19
CHC动作电影HD,http://180.171.157.7:8889/rtp/233.18.204.174:5140
凤凰卫视,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15
豬哥亮歌廳秀,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv006
第一剧场HD,http://180.171.157.7:8889/rtp/233.18.204.184:5140
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
豬哥亮歌廳秀,https://mao.ffmking888.dpdns.org/?id=6LGs5ZOl5Lqu5q2M5buz56eA&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89
风云剧场HD,http://180.171.157.7:8889/rtp/233.18.204.183:5140
法·时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
豬哥亮歌廳秀,http://tw-ty-line-11-1-5.sudatech.store:20319/li-4gtv-4gtv006/index.m3u8?proxy=true
风云足球HD,http://180.171.157.7:8889/rtp/233.18.204.176:5140
黄龙,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
豬哥亮歌廳秀,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv006/index.m3u8?proxy=true
风云音乐HD,http://180.171.157.7:8889/rtp/233.18.204.185:5140
